,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,63.950001,64.059998,63.009998,63.619999,54.605301,25393200
1,2016-01-05,63.700001,64.129997,63.040001,63.73,54.699715,16566700
2,2016-01-06,62.720001,63.130001,62.34,62.810001,53.910072,22961500
3,2016-01-07,61.459999,62.0,60.080002,60.27,51.729988,27630900
4,2016-01-08,61.130001,61.27,58.849998,58.919998,50.571278,22373300
5,2016-01-11,58.830002,59.220001,58.040001,58.830002,50.49403,20925500
6,2016-01-12,59.450001,59.560001,58.099998,58.959999,50.605606,22971600
7,2016-01-13,59.459999,59.68,56.91,57.34,49.215153,28808100
8,2016-01-14,58.16,59.380001,57.290001,58.200001,49.9533,31296300
9,2016-01-15,56.450001,57.57,56.220001,57.040001,48.957672,38131700
10,2016-01-19,57.73,57.970001,56.509998,57.009998,48.931911,22818900
11,2016-01-20,55.630001,56.18,54.66,55.509998,47.644459,34646100
12,2016-01-21,55.740002,56.52,55.060001,55.25,47.421299,31301100
13,2016-01-22,56.439999,57.16,56.299999,56.950001,48.880409,22732200
14,2016-01-25,56.48,56.849998,55.599998,55.66,47.773201,21114400
15,2016-01-26,55.849998,57.150002,55.810001,57.080002,48.991993,17535700
16,2016-01-27,57.080002,58.27,56.560001,57.040001,48.957672,20560000
17,2016-01-28,57.52,57.970001,56.630001,57.279999,49.163662,15497900
18,2016-01-29,57.830002,59.540001,57.509998,59.5,51.069092,26992200
19,2016-02-01,59.16,59.650002,58.439999,58.860001,50.519775,16807900
20,2016-02-02,57.880001,57.98,56.75,57.029999,48.949081,22448200
21,2016-02-03,57.369999,57.799999,55.02,57.41,49.275234,31543200
22,2016-02-04,57.060001,58.52,57.060001,58.400002,50.124954,21651300
23,2016-02-05,58.580002,59.139999,57.419998,57.75,49.567055,22001300
24,2016-02-08,56.689999,56.919998,55.540001,56.540001,48.528519,28267600
25,2016-02-09,55.290001,56.689999,55.130001,56.200001,48.236683,26300000
26,2016-02-10,56.57,57.41,55.470001,55.52,47.653038,22389600
27,2016-02-11,53.900002,53.91,52.5,53.07,45.55019,44334700
28,2016-02-12,55.650002,57.57,55.169998,57.490002,49.343899,37011400
29,2016-02-16,58.23,58.599998,57.639999,58.349998,50.082043,23730700
30,2016-02-17,58.849998,59.25,58.389999,58.77,50.442524,21580100
31,2016-02-18,58.84,58.860001,57.25,57.810001,49.618557,17037800
32,2016-02-19,57.5,58.169998,57.080002,57.82,49.62714,15658200
33,2016-02-22,58.509998,58.880001,58.419998,58.57,50.270859,14882800
34,2016-02-23,57.900002,58.09,55.959999,56.119999,48.16803,31772500
35,2016-02-24,55.200001,56.209999,54.330002,56.139999,48.1852,25560100
36,2016-02-25,56.130001,57.029999,56.040001,57.009998,48.931911,14473300
37,2016-02-26,57.639999,58.110001,57.139999,57.540001,49.386818,20947500
38,2016-02-29,57.41,57.610001,56.290001,56.299999,48.322521,19554100
39,2016-03-01,56.759998,59.200001,56.669998,59.200001,50.8116,23958100
40,2016-03-02,59.200001,59.900002,58.959999,59.759998,51.292248,20943100
41,2016-03-03,59.580002,59.959999,59.099998,59.959999,51.463905,15790600
42,2016-03-04,60.099998,60.549999,59.529999,60.049999,51.541157,18459000
43,2016-03-07,59.540001,60.049999,59.32,59.939999,51.446743,12832400
44,2016-03-08,59.209999,59.5,58.68,58.779999,50.451115,14132900
45,2016-03-09,59.150002,59.540001,58.68,59.119999,50.742935,13238800
46,2016-03-10,59.59,59.669998,57.810001,58.610001,50.305195,21139200
47,2016-03-11,59.389999,59.509998,58.650002,59.34,50.931763,21055000
48,2016-03-14,59.150002,59.310001,58.599998,59.119999,50.742935,13436100
49,2016-03-15,58.540001,59.209999,58.43,59.200001,50.8116,10910500
50,2016-03-16,58.98,59.75,58.470001,58.919998,50.571278,17423900
51,2016-03-17,58.77,59.130001,57.990002,58.75,50.425365,19405700
52,2016-03-18,60.049999,60.970001,59.66,60.48,51.910229,29570200
53,2016-03-21,60.220001,60.82,59.959999,60.459999,51.893051,12684400
54,2016-03-22,59.990002,60.580002,59.619999,60.240002,51.704231,12042700
55,2016-03-23,60.34,60.509998,59.860001,59.939999,51.446743,11658700
56,2016-03-24,59.299999,59.509998,58.869999,59.48,51.051926,12921200
57,2016-03-28,59.529999,59.75,59.18,59.400002,50.983261,11159700
58,2016-03-29,59.330002,59.330002,58.529999,59.029999,50.665684,15933400
59,2016-03-30,59.459999,60.23,59.380001,59.709999,51.249344,13307100
60,2016-03-31,59.450001,59.93,59.110001,59.220001,50.828766,14904700
61,2016-04-01,59.02,60.060001,58.560001,59.869999,51.386665,15417500
62,2016-04-04,59.439999,59.57,58.959999,59.200001,51.187794,12305000
63,2016-04-05,58.59,58.830002,58.209999,58.360001,50.461483,12886600
64,2016-04-06,58.18,58.880001,57.950001,58.810001,50.850582,12167900
65,2016-04-07,58.259998,58.43,57.07,57.32,49.562233,19226800
66,2016-04-08,57.709999,58.580002,57.689999,57.740002,49.925396,13547700
67,2016-04-11,57.91,58.880001,57.91,58.200001,50.323128,17627800
68,2016-04-12,58.34,59.389999,58.200001,59.279999,51.256962,17779200
69,2016-04-13,60.48,62.16,60.380001,61.790001,53.427258,37516800
70,2016-04-14,61.689999,62.91,61.610001,62.59,54.11898,24249900
71,2016-04-15,62.880001,62.900002,61.450001,61.869999,53.496426,19290700
72,2016-04-18,61.639999,62.580002,61.529999,62.27,53.842293,13813100
73,2016-04-19,62.549999,63.48,62.549999,63.32,54.750187,19255600
