Date,Open,High,Low,Close,Adj Close,Volume
1/30/2020,0.002391,0.002446,0.002371,0.00244,0.00244,83967914
1/31/2020,0.00244,0.002458,0.002369,0.002394,0.002394,76519295
2/1/2020,0.002391,0.002431,0.002382,0.002422,0.002422,78730830
2/2/2020,0.002421,0.002506,0.002395,0.002468,0.002468,91552515
2/3/2020,0.002466,0.002517,0.002427,0.00244,0.00244,78856631
2/4/2020,0.002438,0.002503,0.002402,0.002503,0.002503,89790002
2/5/2020,0.002503,0.00263,0.002492,0.002582,0.002582,105741619
2/6/2020,0.002583,0.002677,0.002574,0.002653,0.002653,108711614
2/7/2020,0.002654,0.00277,0.002647,0.002769,0.002769,130273878
2/8/2020,0.002767,0.003209,0.002722,0.003159,0.003159,203803814
2/9/2020,0.003156,0.003531,0.003152,0.003232,0.003232,218861527
2/10/2020,0.003234,0.003303,0.002904,0.002986,0.002986,195582003
2/11/2020,0.003011,0.003085,0.002864,0.003041,0.003041,169747135
2/12/2020,0.003041,0.003173,0.003013,0.003093,0.003093,181406960
2/13/2020,0.003064,0.003216,0.002973,0.003026,0.003026,168543942
2/14/2020,0.002999,0.003147,0.002981,0.00313,0.00313,140849233
2/15/2020,0.003098,0.003181,0.002839,0.00292,0.00292,144726029
2/16/2020,0.002917,0.002965,0.002626,0.002774,0.002774,149831933
2/17/2020,0.00274,0.002772,0.002547,0.002712,0.002712,149622002
2/18/2020,0.002677,0.002846,0.002655,0.002839,0.002839,144188844
2/19/2020,0.002839,0.002874,0.002624,0.002624,0.002624,136889052
2/20/2020,0.002625,0.002673,0.002569,0.002659,0.002659,187866681
2/21/2020,0.002656,0.002703,0.002614,0.002648,0.002648,157652567
2/22/2020,0.00265,0.002655,0.002577,0.002601,0.002601,156145895
2/23/2020,0.0026,0.002682,0.002596,0.00268,0.00268,180747902
2/24/2020,0.002679,0.002687,0.002557,0.00259,0.00259,159143744
2/25/2020,0.00259,0.002591,0.002436,0.002476,0.002476,178541404
2/26/2020,0.002475,0.002487,0.002211,0.002339,0.002339,201370789
2/27/2020,0.002337,0.002403,0.002298,0.002324,0.002324,162813946
2/28/2020,0.002323,0.002373,0.002226,0.002289,0.002289,153544453
2/29/2020,0.002286,0.00232,0.00223,0.002235,0.002235,146635830
3/1/2020,0.002233,0.002297,0.002223,0.002275,0.002275,162437207
