,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,52.91,53.040001,51.959999,52.389999,47.614285,609300
1,2016-01-05,52.389999,53.07,52.310001,52.93,48.105053,680500
2,2016-01-06,52.32,53.0,52.209999,52.52,47.732422,791400
3,2016-01-07,51.619999,51.849998,50.740002,50.830002,46.196487,605700
4,2016-01-08,51.849998,52.18,50.349998,50.48,45.878384,852700
5,2016-01-11,50.540001,50.939999,49.790001,50.669998,46.05106,929800
6,2016-01-12,51.029999,51.419998,50.799999,51.27,46.596375,655600
7,2016-01-13,51.360001,51.360001,49.380001,49.639999,45.114952,656500
8,2016-01-14,49.75,50.84,49.09,50.73,46.105591,619500
9,2016-01-15,49.380001,50.450001,49.27,50.41,45.81477,854100
10,2016-01-19,50.82,51.060001,50.07,50.810001,46.17831,781500
11,2016-01-20,50.130001,50.77,48.560001,50.240002,45.660275,632600
12,2016-01-21,50.27,50.82,49.77,50.139999,45.569382,636000
13,2016-01-22,50.799999,51.849998,50.75,51.849998,47.123497,754800
14,2016-01-25,51.790001,52.150002,51.43,51.529999,46.832668,773500
15,2016-01-26,51.650002,52.16,51.25,52.09,47.341618,664900
16,2016-01-27,52.07,53.189999,51.779999,52.209999,47.450687,960400
17,2016-01-28,52.599998,52.900002,51.959999,52.369999,47.596092,808000
18,2016-01-29,52.5,54.0,52.209999,53.560001,48.677635,1263700
19,2016-02-01,53.169998,54.119999,52.93,53.860001,48.950268,609100
20,2016-02-02,53.189999,53.380001,52.330002,52.540001,47.750607,559700
21,2016-02-03,52.93,53.110001,52.099998,52.98,48.15049,919800
22,2016-02-04,54.279999,54.279999,52.02,52.73,47.923279,890100
23,2016-02-05,52.5,52.919998,51.029999,51.490002,46.796314,748800
24,2016-02-08,50.860001,52.099998,50.299999,51.950001,47.214382,933900
25,2016-02-09,51.310001,52.700001,51.299999,52.220001,47.459778,893100
26,2016-02-10,52.709999,54.150002,52.450001,53.529999,48.650364,878900
27,2016-02-11,52.759998,53.709999,52.650002,53.400002,48.532211,859000
28,2016-02-12,53.91,54.400002,53.580002,54.349998,49.395607,552700
29,2016-02-16,54.959999,55.360001,54.779999,55.080002,50.059063,1531500
30,2016-02-17,55.43,55.619999,54.889999,55.43,50.377151,770700
31,2016-02-18,55.43,55.580002,55.009998,55.52,50.458958,956200
32,2016-02-19,55.450001,55.950001,55.360001,55.75,50.667984,687800
33,2016-02-22,56.18,56.470001,55.880001,56.139999,51.022438,849900
34,2016-02-23,56.0,56.919998,55.860001,56.52,51.367798,1145700
35,2016-02-24,55.91,56.040001,55.23,55.720001,50.640724,716700
36,2016-02-25,55.860001,56.630001,55.43,56.619999,51.458668,748400
37,2016-02-26,56.779999,57.060001,56.419998,56.57,51.413231,395000
38,2016-02-29,56.450001,56.970001,56.110001,56.130001,51.013363,615800
39,2016-03-01,56.549999,57.57,56.32,57.549999,52.303905,529700
40,2016-03-02,57.470001,57.610001,56.91,57.419998,52.185757,661100
41,2016-03-03,57.43,57.540001,57.119999,57.509998,52.267551,515300
42,2016-03-04,57.450001,57.560001,57.060001,57.5,52.258461,674300
43,2016-03-07,57.209999,57.459999,56.900002,57.290001,52.067608,417800
44,2016-03-08,56.860001,57.0,56.369999,56.52,51.367798,444900
45,2016-03-09,56.77,56.98,56.369999,56.700001,51.531384,554100
46,2016-03-10,56.68,56.830002,55.529999,55.799999,50.983173,575000
47,2016-03-11,56.169998,56.369999,55.939999,56.200001,51.34866,306800
48,2016-03-14,55.91,56.380001,55.900002,56.209999,51.357792,419400
49,2016-03-15,55.939999,56.439999,55.900002,56.150002,51.302967,342600
50,2016-03-16,56.09,56.740002,55.959999,56.580002,51.695858,491700
51,2016-03-17,56.68,57.59,56.560001,57.380001,52.4268,332000
52,2016-03-18,57.349998,58.099998,57.18,57.98,52.975002,996400
53,2016-03-21,57.900002,58.009998,57.560001,57.689999,52.71003,212800
54,2016-03-22,57.599998,57.860001,57.310001,57.599998,52.627796,366900
55,2016-03-23,57.529999,57.580002,57.209999,57.310001,52.362839,373000
56,2016-03-24,57.060001,57.220001,56.400002,56.970001,52.052185,343900
57,2016-03-28,56.970001,58.049999,56.77,57.759998,52.773983,502200
58,2016-03-29,57.59,59.040001,57.330002,59.02,53.925232,598000
59,2016-03-30,59.220001,59.48,59.060001,59.18,54.071407,296900
60,2016-03-31,59.110001,59.650002,58.849998,59.310001,54.190189,476100
61,2016-04-01,59.009998,59.59,58.200001,59.419998,54.290691,691400
62,2016-04-04,59.389999,59.689999,58.91,58.98,53.888676,365100
63,2016-04-05,58.650002,58.970001,58.330002,58.580002,53.523201,430800
64,2016-04-06,58.700001,59.490002,58.419998,59.419998,54.290691,611000
65,2016-04-07,59.09,59.09,58.259998,58.619999,53.55975,746900
66,2016-04-08,58.939999,59.32,58.490002,58.91,53.824718,716500
67,2016-04-11,59.029999,59.259998,58.75,59.060001,53.961769,795000
68,2016-04-12,58.860001,59.029999,58.34,58.52,53.468395,1063600
69,2016-04-13,58.880001,59.740002,58.610001,59.73,54.573936,444700
70,2016-04-14,59.619999,60.119999,58.57,59.709999,54.555664,542400
71,2016-04-15,59.459999,59.990002,59.419998,59.59,54.446018,780100
72,2016-04-18,59.41,60.490002,59.41,60.360001,55.149555,402700
73,2016-04-19,60.450001,61.060001,60.400002,61.049999,55.77998,621800
74,2016-04-20,60.970001,60.970001,60.060001,60.43,55.213505,664700
75,2016-04-21,60.439999,60.560001,59.689999,59.849998,54.683575,607400
76,2016-04-22,59.66,60.169998,59.389999,60.080002,54.893723,773300
77,2016-04-25,60.139999,60.610001,59.580002,59.91,54.738388,630000
78,2016-04-26,60.099998,60.669998,59.740002,60.380001,55.16782,612100
79,2016-04-27,60.380001,60.849998,60.150002,60.68,55.441929,338600
80,2016-04-28,60.48,60.610001,59.529999,59.73,54.573936,351100
81,2016-04-29,59.66,60.02,59.060001,59.84,54.674438,679700
82,2016-05-02,59.939999,60.98,59.889999,60.98,55.71603,589100
83,2016-05-03,60.700001,60.98,59.970001,60.240002,55.039913,710600
84,2016-05-04,60.209999,60.52,59.5,59.580002,54.43689,1266900
85,2016-05-05,59.700001,60.610001,57.919998,59.119999,54.01659,2199100
86,2016-05-06,58.799999,60.299999,58.66,60.240002,55.039913,893900
87,2016-05-09,60.34,60.880001,60.290001,60.349998,55.140408,731100
88,2016-05-10,60.400002,61.389999,60.400002,61.380001,56.081501,550400
89,2016-05-11,61.389999,61.689999,60.720001,61.200001,55.917042,608700
90,2016-05-12,61.369999,61.599998,60.619999,61.23,55.944447,529300
91,2016-05-13,61.380001,62.060001,60.810001,61.75,56.419563,1445900
92,2016-05-16,61.82,62.490002,61.599998,62.380001,56.99519,1207800
93,2016-05-17,62.27,62.630001,61.779999,62.040001,56.684528,1051000
94,2016-05-18,62.060001,63.560001,61.939999,63.18,57.72612,1467000
95,2016-05-19,62.860001,63.119999,62.040001,62.650002,57.241875,881200
96,2016-05-20,62.880001,64.019997,62.66,63.790001,58.283459,1121700
97,2016-05-23,63.830002,63.990002,63.330002,63.57,58.082451,1388800
98,2016-05-24,63.91,65.379997,63.549999,65.360001,59.717937,1719100
99,2016-05-25,65.75,66.050003,64.43,64.830002,59.233688,1687800
100,2016-05-26,64.849998,65.260002,64.459999,64.480003,58.91391,1001500
101,2016-05-27,64.400002,64.860001,64.269997,64.589996,59.014404,1418400
102,2016-05-31,64.82,65.0,63.669998,64.190002,58.648937,9977800
103,2016-06-01,63.959999,64.260002,63.720001,64.169998,58.630653,711700
104,2016-06-02,64.110001,64.199997,63.709999,64.199997,58.658066,833500
105,2016-06-03,64.160004,64.419998,63.380001,64.339996,58.785988,827700
106,2016-06-06,64.309998,64.620003,64.150002,64.449997,58.886482,572700
107,2016-06-07,63.209999,64.0,63.18,63.790001,58.283459,1194100
108,2016-06-08,63.700001,64.0,63.650002,63.790001,58.283459,520100
109,2016-06-09,63.41,63.880001,63.16,63.779999,58.274323,693200
110,2016-06-10,63.349998,63.740002,63.119999,63.540001,58.055042,904700
111,2016-06-13,62.669998,63.529999,62.560001,63.150002,57.698711,760000
112,2016-06-14,63.779999,64.470001,63.59,64.279999,58.731152,1211300
113,2016-06-15,63.860001,64.139999,63.349998,63.75,58.520035,846200
114,2016-06-16,63.52,64.559998,63.52,64.459999,59.171791,722500
115,2016-06-17,64.269997,64.269997,63.259998,63.43,58.22628,1251800
116,2016-06-20,64.230003,64.599998,63.919998,64.029999,58.777069,775400
117,2016-06-21,64.029999,64.769997,64.029999,64.269997,58.997368,565300
118,2016-06-22,64.489998,64.489998,64.110001,64.230003,58.960659,825400
119,2016-06-23,64.959999,65.110001,64.599998,65.110001,59.768459,514500
120,2016-06-24,62.939999,64.099998,62.59,62.73,57.583717,723500
121,2016-06-27,62.169998,62.41,61.41,61.599998,56.546417,919000
122,2016-06-28,62.259998,62.939999,61.950001,62.939999,57.776485,590100
123,2016-06-29,63.5,63.759998,63.27,63.68,58.45578,852800
124,2016-06-30,63.889999,65.199997,63.849998,65.199997,59.85107,915400
125,2016-07-01,65.25,65.669998,65.239998,65.370003,60.00713,394900
126,2016-07-05,65.080002,65.610001,64.959999,65.470001,60.09893,400400
127,2016-07-06,65.290001,65.68,65.019997,65.639999,60.254982,602900
128,2016-07-07,65.110001,65.690002,65.059998,65.690002,60.30088,676300
129,2016-07-08,66.18,66.739998,65.949997,66.620003,61.154583,520600
130,2016-07-11,66.699997,67.120003,66.690002,66.989998,61.494232,364700
131,2016-07-12,67.419998,67.690002,66.790001,66.970001,61.475868,753700
132,2016-07-13,66.860001,67.449997,66.730003,66.800003,61.31982,756600
133,2016-07-14,67.5,67.550003,67.110001,67.169998,61.659462,468100
134,2016-07-15,67.110001,67.150002,66.5,66.699997,61.228027,673800
135,2016-07-18,66.800003,67.050003,66.559998,66.650002,61.182114,363400
136,2016-07-19,66.580002,67.040001,66.559998,67.029999,61.530949,318200
137,2016-07-20,67.5,68.110001,67.330002,67.580002,62.035831,432800
138,2016-07-21,67.5,67.769997,67.099998,67.379997,61.852234,389000
139,2016-07-22,67.510002,68.239998,67.300003,68.050003,62.467297,342000
140,2016-07-25,68.010002,68.050003,67.580002,67.610001,62.063374,579200
141,2016-07-26,67.629997,68.419998,67.629997,68.370003,62.761021,624400
142,2016-07-27,68.389999,68.440002,68.029999,68.18,62.586601,632200
143,2016-07-28,68.120003,68.410004,67.480003,67.650002,62.100094,429600
144,2016-07-29,67.660004,67.93,67.339996,67.68,62.127628,472500
145,2016-08-01,67.739998,68.660004,67.629997,68.599998,62.972149,525300
146,2016-08-02,68.620003,68.809998,67.889999,68.080002,62.494793,356700
147,2016-08-03,68.18,68.18,67.720001,67.980003,62.403023,461000
148,2016-08-04,68.050003,68.550003,68.050003,68.279999,62.678394,695800
149,2016-08-05,68.599998,69.190002,68.57,68.760002,63.11903,856900
150,2016-08-08,68.760002,68.93,68.459999,68.489998,62.871181,649400
151,2016-08-09,68.050003,68.93,67.220001,68.629997,62.99968,1107300
152,2016-08-10,68.199997,70.150002,68.199997,69.510002,63.807468,997700
153,2016-08-11,69.599998,69.779999,68.559998,69.120003,63.44949,1158600
154,2016-08-12,68.989998,69.279999,68.370003,68.480003,62.862003,631500
155,2016-08-15,68.480003,68.57,67.940002,67.989998,62.412178,879500
156,2016-08-16,67.870003,68.029999,67.010002,67.059998,61.558483,909200
157,2016-08-17,67.010002,67.120003,66.389999,66.639999,61.172943,976100
158,2016-08-18,66.650002,67.050003,66.650002,66.900002,61.411617,820800
159,2016-08-19,67.0,67.120003,66.779999,67.0,61.50341,852200
160,2016-08-22,67.0,68.239998,66.970001,68.080002,62.494793,973800
161,2016-08-23,68.389999,68.580002,68.080002,68.349998,62.742657,565200
162,2016-08-24,68.360001,68.510002,68.050003,68.370003,62.761021,452200
163,2016-08-25,68.410004,69.099998,68.379997,69.080002,63.412773,581800
164,2016-08-26,69.0,69.389999,68.720001,69.0,63.339344,346600
165,2016-08-29,69.0,69.449997,68.919998,69.029999,63.366871,535800
166,2016-08-30,69.169998,69.379997,68.730003,69.059998,63.394413,336900
167,2016-08-31,69.010002,69.410004,68.800003,69.300003,63.614716,751500
168,2016-09-01,69.309998,70.150002,69.25,70.150002,64.394989,530100
169,2016-09-02,70.419998,70.919998,70.419998,70.919998,65.101814,432100
170,2016-09-06,71.029999,71.220001,70.589996,71.220001,65.377205,718600
171,2016-09-07,71.099998,71.739998,70.919998,71.410004,65.55162,593500
172,2016-09-08,71.129997,71.370003,71.0,71.050003,65.221161,434300
173,2016-09-09,70.550003,70.550003,69.410004,69.419998,63.72488,603100
174,2016-09-12,69.309998,70.07,69.129997,69.949997,64.211403,620800
175,2016-09-13,69.629997,69.959999,68.639999,68.730003,63.39053,760900
176,2016-09-14,69.0,69.129997,67.900002,67.970001,62.689579,570900
177,2016-09-15,68.07,68.68,67.690002,68.550003,63.224525,373400
178,2016-09-16,68.559998,68.790001,68.129997,68.690002,63.353642,668000
179,2016-09-19,68.919998,69.480003,68.239998,68.589996,63.261398,396200
180,2016-09-20,68.790001,69.209999,68.510002,68.720001,63.381306,446700
181,2016-09-21,68.900002,69.75,68.790001,69.519997,64.119171,577700
182,2016-09-22,69.889999,70.050003,69.620003,69.839996,64.414291,453500
183,2016-09-23,69.529999,69.580002,68.75,68.769997,63.427422,507600
184,2016-09-26,68.300003,70.080002,68.120003,69.870003,64.441978,1360600
185,2016-09-27,69.699997,69.839996,68.970001,69.07,63.704136,1059300
186,2016-09-28,69.419998,69.419998,68.699997,69.370003,63.980827,547800
187,2016-09-29,68.68,68.68,67.370003,67.379997,62.145416,849900
188,2016-09-30,67.519997,68.169998,67.269997,67.790001,62.523571,738300
189,2016-10-03,67.660004,67.889999,67.43,67.580002,62.329887,574200
190,2016-10-04,67.910004,68.239998,67.260002,67.339996,62.108524,553400
191,2016-10-05,67.720001,67.720001,67.199997,67.32,62.090084,481100
192,2016-10-06,67.339996,68.040001,67.099998,67.919998,62.643459,480100
193,2016-10-07,67.830002,68.110001,66.620003,66.889999,61.693474,724800
194,2016-10-10,67.379997,67.75,66.580002,66.610001,61.43523,409800
195,2016-10-11,66.330002,66.400002,64.730003,65.110001,60.051762,992600
196,2016-10-12,65.370003,65.720001,64.790001,65.360001,60.282352,493400
197,2016-10-13,64.879997,65.639999,64.860001,65.260002,60.190117,468700
198,2016-10-14,65.529999,65.959999,65.370003,65.739998,60.632813,427900
199,2016-10-17,65.650002,66.110001,65.43,65.519997,60.429901,411100
200,2016-10-18,66.220001,66.220001,65.449997,65.5,60.411469,375800
201,2016-10-19,65.370003,65.5,64.959999,64.989998,59.941086,388700
202,2016-10-20,64.760002,64.93,63.98,64.169998,59.184792,675500
203,2016-10-21,64.230003,64.550003,63.869999,64.360001,59.360035,325900
204,2016-10-24,65.0,65.0,64.080002,64.589996,59.572155,361000
205,2016-10-25,64.559998,65.239998,64.459999,65.080002,60.02409,671100
206,2016-10-26,64.730003,65.129997,64.470001,64.5,59.489155,306200
207,2016-10-27,64.57,64.690002,63.720001,63.880001,58.917324,363300
208,2016-10-28,63.939999,64.82,63.939999,64.07,59.092571,410500
209,2016-10-31,64.32,64.800003,64.050003,64.660004,59.636719,562800
210,2016-11-01,64.68,64.809998,64.120003,64.129997,59.147896,444300
211,2016-11-02,63.970001,64.709999,63.970001,64.019997,59.04644,409000
212,2016-11-03,63.799999,64.260002,63.799999,64.120003,59.138683,290600
213,2016-11-04,64.019997,64.860001,64.019997,64.029999,59.055664,459900
214,2016-11-07,64.800003,65.599998,64.800003,65.18,60.116337,391800
215,2016-11-08,65.199997,66.199997,65.050003,65.68,60.577477,446600
216,2016-11-09,62.490002,62.98,59.860001,62.150002,57.32172,1663900
217,2016-11-10,61.939999,62.110001,60.150002,60.709999,55.993587,1454200
218,2016-11-11,60.349998,61.279999,60.279999,60.630001,55.919804,619900
219,2016-11-14,60.700001,61.119999,60.25,60.560001,55.855247,1186800
220,2016-11-15,60.610001,61.23,60.490002,61.0,56.261066,836400
221,2016-11-16,61.02,63.130001,61.02,62.77,57.893551,888300
222,2016-11-17,62.59,64.970001,62.59,64.889999,59.848858,1083100
223,2016-11-18,65.029999,65.790001,64.879997,65.160004,60.097885,867800
224,2016-11-21,65.32,66.150002,65.279999,65.68,60.577477,648000
225,2016-11-22,65.650002,66.209999,65.330002,65.620003,60.522152,589700
226,2016-11-23,65.400002,65.989998,65.169998,65.900002,60.780392,427000
